日付,勘定科目,品目,金額
2023/11/30,商品売上高（4111）,粗大ごみ処理券,1620
2023/11/30,商品売上高（4111）,チオビタ,2300
2023/11/30,商品売上高（4111）,ソフトクリームスプーン,770
2023/11/30,商品売上高（4111）,キティちゃんグッズ,840
2023/11/30,商品売上高（4111）,ローソク・線香・マッチ・のし袋・ライター・紙コップ類,170
2023/11/30,商品売上高（4111）,アルミ保温保冷バッグ,1120
2023/11/30,商品売上高（4111）,レジ袋,18630
2023/11/30,手数料収入（4112）,風のふるさと館委託販売手数料,3209350
2023/11/30,その他の収入（4114）,バーコードラベル代金,39957
2023/11/30,その他の収入（4114）,コカ・コーラ自販機手数料,85104
2023/11/30,その他の収入（4114）,テナント使用料,45250
2023/11/30,その他の収入（4114）,テナント電気料,37169
2023/11/30,その他の収入（4114）,やきいもキッチンカー出店料・・・11月10日,2000
2023/11/30,その他の収入（4114）,やきいもキッチンカー出店料・・・11月24日,2000
2023/11/30,その他の収入（4114）,団子店頭販売賃借料・・・11月6日,12000
2023/11/30,その他の収入（4114）,団子店頭販売賃借料・・・11月10日,3000
2023/11/30,その他の収入（4114）,団子店頭販売賃借料・・・11月13日,9000
2023/11/30,その他の収入（4114）,団子店頭販売賃借料・・・11月24日,12000
2023/11/30,その他の収入（4114）,団子店頭販売賃借料・・・11月27日,12000
2023/11/30,その他の収入（4114）,団子店頭販売賃借料・・・11月30日,3000
2023/11/30,その他の収入（4114）,ピザキッチンカー出店料・・・11月10日,3000
2023/11/30,商品仕入高（5211）,野菜・・・辻青果,484224
2023/11/30,商品仕入高（5211）,たまご,42120
2023/11/30,商品仕入高（5211）,伊藤園お茶ほか・・・11月6日,19388
2023/11/30,商品仕入高（5211）,伊藤園お茶ほか・・・11月13日,27449
2023/11/30,商品仕入高（5211）,伊藤園お茶ほか・・・11月20日,52174
2023/11/30,商品仕入高（5211）,伊藤園お茶ほか・・11月27日,28375
2023/11/30,商品仕入高（5211）,粉末うどんちゃんぽんスープ・・・11月27日,4487
2023/11/30,商品仕入高（5211）,佐賀牛ポテトチップほか・・・11月20日,47844
2023/11/30,商品仕入高（5211）,黒糖ドーナツ棒,27064
2023/11/30,商品仕入高（5211）,天ぷら・ちくわほか,27756
2023/11/30,商品仕入高（5211）,わさびドレッシングほか・・・11月24日,13354
2023/11/30,商品仕入高（5211）,ジャージーミックスほか,610772
2023/11/30,商品仕入高（5211）,いきさ屋豆腐,42612
2023/11/30,商品仕入高（5211）,野菜等袋代・・・アサヒ,75372
2023/11/30,商品仕入高（5211）,クロネコヤマト宅急便他運賃料,37246
2023/11/30,商品仕入高（5211）,ヤマト運輸振込手数料,400
2023/11/30,商品仕入高（5211）,指定ごみ袋,67500
2023/11/30,商品仕入高（5211）,粗大ごみ処理券,8000
2023/11/30,商品仕入高（5211）,中島潔グッズ,38492
2023/11/30,商品仕入高（5211）,中島潔グッズ宅急便配送料,1950
2023/11/30,商品仕入高（5211）,ライター,220
2023/11/30,商品仕入高（5211）,のし袋,237
2023/11/30,商品仕入高（5211）,段ボール,212234
2023/11/30,商品仕入高（5211）,7/18仕入分戻入れ,-21044
2023/11/30,販売員給与（6111）,パート（９名）,923170
2023/11/30,広告宣伝費（6113）,Googleストリートビュー契約料ほか,55000
2023/11/30,広告宣伝費（6113）,売出試食用弁当代,1500
2023/11/30,容器包装費（6114）,レジ袋代,94902
2023/11/30,事業費（6116T）,感謝祭用ふかし布代,1594
2023/11/30,事業費（6116T）,感謝祭用もちとり粉代,1580
2023/11/30,事業費（6116T）,感謝祭用ふかしネット代,3619
2023/11/30,事業費（6116T）,感謝祭用割箸ほか代,5864
2023/11/30,事業費（6116T）,感謝祭用ふかし布代,2688
2023/11/30,事業費（6116T）,感謝祭ぜんざい用中双糖代,1196
2023/11/30,役員報酬（6211）,役員給与（１名）,250000
2023/11/30,役員報酬（6211）,役員報酬（4名）,280000
2023/11/30,従業員給与（6212）,従業員給与（１名）,205100
2023/11/30,法定福利費（6312）,唐津社会保険事務所社会保険料,136299
2023/11/30,厚生費（6226）,特定健診代,1232
2023/11/30,厚生費（6226）,インフルエンザ予防接種代,29700
2023/11/30,修繕費（6216）,テナントトイレ取替工事,100000
2023/11/30,事務用消耗品費（6217）,電子複写機コピー代,3263
2023/11/30,事務用消耗品費（6217）,チューブファイル代,2640
2023/11/30,事務用消耗品費（6217）,領収書代,258
2023/11/30,通信交通費（6218）,ＮＴＴファイナンス通話料,11479
2023/11/30,水道光熱費（6219）,電気料金,285402
2023/11/30,租税公課費（6221）,消費税及び地方消費税（中間申告）,738300
2023/11/30,接待交際費（6223）,役員会議食事代,20600
2023/11/30,備品・消耗品費（6225）,トイレットペーパー代・・・11月10日,7920
2023/11/30,備品・消耗品費（6225）,トイレットペーパー代・・・11月17日,7920
2023/11/30,備品・消耗品費（6225）,トイレットペーパー代・・・11月24日,7920
2023/11/30,備品・消耗品費（6225）,トイレットペーパー代・・・11月30日,7920
2023/11/30,備品・消耗品費（6225）,ペーパータオル代,7176
2023/11/30,備品・消耗品費（6225）,粉末消火器１０型法定分薬剤詰替え代,6050
2023/11/30,備品・消耗品費（6225）,布テープほか代,2228
2023/11/30,備品・消耗品費（6225）,売出用コインケース代,495
2023/11/30,備品・消耗品費（6225）,ディスプレイ棚作製代,20900
2023/11/30,備品・消耗品費（6225）,レジロール紙代,19360
2023/11/30,備品・消耗品費（6225）,道の駅スタンプ補充インク代,495
2023/11/30,運営管理諸費（6227A）,くすもと税理士事務所顧問報酬,55000
2023/11/30,施設管理諸費（6227B）,中央警備保障機械警備料,37400
2023/11/30,施設管理諸費（6227B）,クリーン・リース代,2662
2023/11/30,施設管理諸費（6227B）,塵芥収集運搬料,60500
2023/11/30,施設管理諸費（6227B）,消防設備保守点検業務（第2回目）,17050
2023/11/30,施設管理諸費（6227B）,自動ドア装置保守点検業務,13200
2023/11/30,施設管理諸費（6227B）,衛生害虫駆除業務,10395
2023/11/30,車両費（6228）,ガソリン代・・・JA唐津厳木SS・・・11月6日,2500
2023/11/30,車両費（6228）,ガソリン代・・・JA唐津厳木SS・・・11月30日,3000
2023/11/30,リース料（6234）,ソフトサーバーリース代,15510
2023/11/30,雑費(6231),コカ・コーラ振込手数料・・・11月18日分,660
2023/11/30,雑費(6231),JAバンクアンサーサービス手数料,1100
2023/11/30,雑費(6231),振込手数料（牛津かまぼこ）,275
2023/11/30,雑費(6231),振込手数料（GP360）,440
2023/11/30,雑費(6231),振込手数料（アートカフェ）,440
2023/11/30,雑収入（7118）,雇用保険料預り（10月分）,5809
2023/12/31,商品売上高（4111）,野菜等,673300
2023/12/31,商品売上高（4111）,温泉たまご,98230
2023/12/31,商品売上高（4111）,あら塩・灘の塩（食塩）,1260
2023/12/31,商品売上高（4111）,オロナミンC（トライアル）,2090
2023/12/31,商品売上高（4111）,伊藤園お～いお茶・健康ミネラル麦茶ほか,99630
2023/12/31,商品売上高（4111）,黒糖・嬉野茶ドーナツ棒,23680
2023/12/31,商品売上高（4111）,白菜浅漬け・なす・きゅうりからし漬けの素,360
2023/12/31,商品売上高（4111）,佐賀県産たまねぎスープ・海苔スープ・たまねぎチップ・佐賀牛ポテトチップ,57990
2023/12/31,商品売上高（4111）,粉末うどん・ちゃんぽんスープ,1140
2023/12/31,商品売上高（4111）,天ぷら・ちくわほか,37500
2023/12/31,商品売上高（4111）,わさびドレッシング・こいくち醬油・カレー,17705
2023/12/31,商品売上高（4111）,やまや（明太トースト）,760
2023/12/31,商品売上高（4111）,いきさ屋（豆腐）,49655
2023/12/31,商品売上高（4111）,ミルン（ヨーグルト・チーズ・牛乳）,9545
2023/12/31,商品売上高（4111）,ソフトクリーム・コーン,390800
2023/12/31,商品売上高（4111）,栗あん玉,-6160
2023/12/31,商品売上高（4111）,小餅,74250
2023/12/31,商品売上高（4111）,野菜袋・ソフトクリームカップ（アサヒ）,57335
2023/12/31,商品売上高（4111）,中島潔グッズ,53585
2023/12/31,商品売上高（4111）,クロネコヤマト宅急便,48045
2023/12/31,商品売上高（4111）,宅配料コレクト,4625
2023/12/31,商品売上高（4111）,道の駅切符,1800
2023/12/31,商品売上高（4111）,連絡線記念指定券,200
2023/12/31,商品売上高（4111）,指定ごみ袋,22200
2023/12/31,商品売上高（4111）,粗大ごみ処理券,4400
2023/12/31,商品売上高（4111）,チオビタ,1100
2023/12/31,商品売上高（4111）,ソフトクリームスプーン,450
2023/12/31,商品売上高（4111）,ローソク・線香・マッチ・のし袋・ライター・紙コップ・カイロ,560
2023/12/31,商品売上高（4111）,アルミ保温保冷バッグ,320
2023/12/31,商品売上高（4111）,レジ袋,14175
2023/12/31,商品売上高（4111）,段ボール,3440
2023/12/31,商品売上高（4111）,しめ縄,60000
2023/12/31,手数料収入（4112）,風のふるさと館委託販売手数料,2552810
2023/12/31,その他の収入（4114）,バーコードラベル代金,35099
2023/12/31,その他の収入（4114）,コカ・コーラ自販機手数料,86266
2023/12/31,その他の収入（4114）,佐賀富士ベンディング自販機手数料,169527
2023/12/31,その他の収入（4114）,テナント使用料,45250
2023/12/31,その他の収入（4114）,テナント電気料,30790
2023/12/31,その他の収入（4114）,テナント水道料,40148
2023/12/31,その他の収入（4114）,やきいもキッチンカー出店料・・・12月15日,2000
2023/12/31,その他の収入（4114）,アイコス実演販売賃借料・・・12月15日,2000
2023/12/31,その他の収入（4114）,団子店頭販売賃借料・・・12月4日,3000
2023/12/31,その他の収入（4114）,団子店頭販売賃借料・・・12月25日,6000
2023/12/31,その他の収入（4114）,ピザキッチンカー出店料・・・12月4日,3000
2023/12/31,その他の収入（4114）,ピザキッチンカー出店料・・・12月15日,3000
2023/12/31,その他の収入（4114）,ピザキッチンカー出店料・・・12月29日,3000
2023/12/31,商品仕入高（5211）,野菜・・・辻青果,517497
2023/12/31,商品仕入高（5211）,花・・・辻青果,7260
2023/12/31,商品仕入高（5211）,たまご,46332
2023/12/31,商品仕入高（5211）,伊藤園お茶ほか・・・12月21日,23561
2023/12/31,商品仕入高（5211）,伊藤園お茶ほか・・・12月11日,26643
2023/12/31,商品仕入高（5211）,伊藤園お茶ほか・・・12月18日,17832
2023/12/31,商品仕入高（5211）,伊藤園お茶ほか・・・12月22日,26217
2023/12/31,商品仕入高（5211）,伊藤園お茶ほか・・・12月29日,11067
2023/12/31,商品仕入高（5211）,佐賀牛ポテトチップほか・・・12月15日,65426
2023/12/31,商品仕入高（5211）,黒糖ドーナツ棒,27064
2023/12/31,商品仕入高（5211）,天ぷら・ちくわほか,30931
2023/12/31,商品仕入高（5211）,ジャージーミックスほか,235905
2023/12/31,商品仕入高（5211）,ミルン牛乳・ヨーグルトほか・・・11月分,9072
2023/12/31,商品仕入高（5211）,ミルン牛乳・ヨーグルトほか,7732
2023/12/31,商品仕入高（5211）,いきさ屋豆腐,36734
2023/12/31,商品仕入高（5211）,野菜等袋代・・・アサヒ,41140
2023/12/31,商品仕入高（5211）,クロネコヤマト宅急便他運賃料,48939
2023/12/31,商品仕入高（5211）,ヤマト運輸振込手数料,400
2023/12/31,商品仕入高（5211）,ソフトクリーム用スプーン,9570
2023/12/31,商品仕入高（5211）,バーコードラベル,120450
2023/12/31,商品仕入高（5211）,アルミ保温保冷バッグ,1650
2023/12/31,商品仕入高（5211）,中島潔カレンダー,124509
2023/12/31,商品仕入高（5211）,しめ縄代,42900
2023/12/31,販売員給与（6111）,パート（９名）,938915
2023/12/31,広告宣伝費（6113）,ハイウェイマップ広告掲載料,88000
2023/12/31,容器包装費（6114）,タイミーパック代,11121
2023/12/31,事業費（6116T）,感謝祭景品代,5155
2023/12/31,事業費（6116T）,感謝祭用割箸代,1320
2023/12/31,事業費（6116T）,感謝祭餅つき用杵代,4378
2023/12/31,事業費（6116T）,感謝祭ぜんざい用小豆代,3000
2023/12/31,事業費（6116T）,感謝祭用かまど代,6600
2023/12/31,事業費（6116T）,感謝祭用ゴム手袋ほか代,2004
2023/12/31,事業費（6116T）,感謝祭用ロープほか代,5796
2023/12/31,事業費（6116T）,感謝祭景品用みかん代,6250
2023/12/31,事業費（6116T）,感謝祭時協力者昼食代,21000
2023/12/31,事業費（6116T）,感謝祭時協力者昼食代,1440
2023/12/31,事業費（6116T）,感謝祭時協力者昼食代,5700
2023/12/31,事業費（6116T）,感謝祭時もち米代,25000
2023/12/31,事業費（6116T）,感謝祭時ガス・コンロ貸出し料,8030
